Title,IMDB id,Year,Rating,Genre,Top_cast
King Uncle,tt0107321,1993,5.2,"Comedy, Drama, Family","Jackie ShroffAshok Bansal, Shah Rukh KhanAnil Bansal, NagmaKavita"
Chance Pe Dance,tt1392744,2010,4.8,"Comedy, Drama, Music","Shahid KapoorSameer Behl, Genelia DeshmukhTina Sharma(as Genelia), Mohnish BehlRajeev Sharma"
Na Tum Jaano Na Hum,tt0248216,2002,4.9,"Comedy, Drama, Musical","Hrithik RoshanRahul Sharma, Saif Ali KhanAkshay Kapoor, Esha DeolEsha Malhora"
Haseena Maan Jaayegi,tt0267548,1999,6.3,"Action, Comedy, Romance","Sanjay DuttSonu, GovindaMonu, Karisma KapoorRitu Verma"
Katti Batti,tt4467262,2015,4.7,"Comedy, Drama, Romance","Imran KhanMadhav Kabra…, Kangana RanautPayal, Abhishek SahaVinay"
Dolly Ki Doli,tt4332114,2015,4.6,"Comedy, Romance","Malaika AroraDancer in Fashion Khatam song, Karan AsharGujarati guy in Title Track, Mohd. Zeeshan Ayyub"
Aladin,tt8641078,1993,2.9,"Animation, Family, Fantasy","Armin DrogatSultan…, Rainer Maria EhrhardtNarrator(as R.M. Ehrhardt), Georg FeilsGenie of the Lamp"
Dilwale,tt4535650,2015,5.1,"Action, Comedy, Drama","Shah Rukh KhanRaj…, KajolMeera Malik, Varun DhawanVeer"
"""Flix Forum"" Brij Mohan Amar Rahe",tt19989280,2020,,Talk-Show,"Jesse D. NugentSelf, Matt JeffriesSelf"
99 Moons,tt13149356,2022,5.1,Drama,"Valentina Di PaceBigna, Dominik FellmannFrank, Danny ExnarGeorg"
Ragini MMS 2,tt2609218,2014,3.9,Horror,"Sunny LeoneSunny, Saahil PremSatya(as Sahil Prem), Parvin DabasRocks"
Apne,tt0814014,2007,6.1,"Action, Drama, Sport","DharmendraBaldev Singh Choudhary, Sunny DeolAngad B. Singh Choudhary, Bobby DeolKaran B. Singh Choudhary"
Being Cyrus,tt0412308,2005,7.1,"Drama, Thriller","Naseeruddin ShahDinshaw Sethna, Dimple KapadiaKaty Sethna, Saif Ali KhanCyrus Mistry"
Main Aurr Mrs Khanna,tt1174041,2009,3.4,"Comedy, Drama, Romance","Salman KhanSamir Khanna, Kareena KapoorRaina Khanna, Sohail KhanAakash"
Raaz,tt0307873,2002,6.6,"Drama, Horror, Musical","Dino MoreaAditya Dhanraj, Bipasha BasuSanjana Dhanraj, Malini SharmaMalini (evil spirit)"
Mickey Virus,tt2796318,2013,6.1,"Comedy, Thriller","Maniesh PaulMickey Virus(as Manish Paul), Dean AlexandrouHacker, Elli AvrramKamayani George(as Elli Avram)"
Chaahat,tt0172234,1996,5.5,"Drama, Romance","Naseeruddin ShahAjay Narang, Shah Rukh KhanRoop Singh Rathod, Pooja BhattPooja"
Sulemani Keeda,tt2679480,2014,7.0,"Comedy, Romance","Naveen KasturiaDulal, Mayank TewariMainak, Aditi VasudevRuma"
What's Your Raashee?,tt1242530,2009,4.8,"Comedy, Drama, Romance","Harman BawejaYogesh B. Patel, Priyanka Chopra JonasAnjali(as Priyanka Chopra)…, Anjan SrivastavBharatbhai Patel"
Khamoshi: The Musical,tt0116763,1996,7.5,"Drama, Musical, Romance","Manisha KoiralaAnnie, Nana PatekarJoseph, Salman KhanRaj"
Phobia,tt0081334,1980,4.2,"Drama, Horror, Thriller","Paul Michael GlaserDr. Peter Ross, Susan HoganJenny St. Clair, John ColicosInspector Barnes"
Haasil,tt0362696,2003,7.6,"Crime, Drama, Romance","Jimmy ShergillAniruddha 'Ani' Sharma, Hrishitaa BhattNiharika Singh, Irrfan KhanRanvijay Singh(as Irrfan)"
Kho Gaye Hum Kahan,tt15434074,2023,7.5,"Comedy, Drama, Romance","Vijay MauryaMalcolm, Divya JagdaleSally, Garima YajnikMeher"
Munna Michael,tt6117702,2017,3.4,"Action, Drama, Music","Tiger ShroffMunna Michael, Nidhhi AgerwalDolly Sharma, Nawazuddin SiddiquiMahender"
Sharaabi,tt0088099,1984,7.3,"Comedy, Drama, Romance","Amitabh BachchanVicky Kapoor, Jaya PradaMeena(as Jayapradha), Ranjeet BediNatwar(as Ranjeet)"
Photograph,tt7778680,2019,6.8,"Drama, Romance","Nawazuddin SiddiquiRafi, Sanya MalhotraMiloni, Sachin KhedekarKanti Bhai"
Tumko Na Bhool Paayenge,tt0310254,2002,5.7,"Action, Romance, Thriller","Pankaj DheerShivpratap Singh, Arbaaz KhanVeer Singh Thakur, Salman KhanVeer Singh Thakur…"
Abhimaan,tt0069671,1973,7.8,"Drama, Musical","Amitabh BachchanSubir Kumar (Beeru), Jaya BachchanUma Kumar(as Jaya Bhaduri), Govardhan AsraniChandru Kriplani"
Lamhe,tt0102258,1991,7.2,"Drama, Musical, Romance","Anil KapoorVirendra Pratap Singh, SrideviPallavi and Pooja Bhatnagar, Anupam KherPrem Anand"
The Little Rascals,tt0110366,1994,6.3,"Comedy, Family, Romance","Travis TedfordSpanky, Bug HallAlfalfa, Brittany Ashton HolmesDarla"
Pinjar: Beyond Boundaries...,tt0347779,2003,7.9,Drama,"Urmila MatondkarPuro…, Manoj BajpayeeRashid(as Manoj Bajpai), Sanjay SuriRamchand"
Freaky Ali,tt5943306,2016,5.0,"Comedy, Sport","Nawazuddin SiddiquiFreaky Ali, Arbaaz KhanMaqsood, Amy JacksonMegha"
Sooryavansham,tt0214178,1999,6.3,"Action, Drama","Amitabh BachchanBhanupratap Singh…, SoundaryaRadha Heera Singh, JayasudhaSharda(as Jaya Kapoor)"
Shool,tt0220757,1999,7.7,"Action, Crime, Drama","Manoj BajpayeeInspector Samar Pratap Singh(as Manoj Bajpai), Raveena TandonManjari Singh, Sayaji ShindeBacchu 'Bhaiyyaji' Yadav"
Lajja,tt0293342,2001,6.6,"Action, Crime, Drama","Manisha KoiralaVaidehi, Jackie ShroffRaghu, Madhuri DixitJanki"
Inkaar,tt2094854,2013,6.1,"Drama, Romance, Thriller","Arjun RampalRahul Verma, Chitrangda SinghMaya Luthra, Vipin SharmaGupta"
Any Given Sunday,tt0146838,1999,6.9,"Drama, Sport","Al PacinoTony D'Amato, Dennis QuaidJack 'Cap' Rooney, Cameron DiazChristina Pagniacci"
Begum Jaan,tt5785116,2017,5.6,"Action, Drama, History","Amitabh BachchanNarrator, Pallavi ShardaGulabo, Flora SainiMaina(as Fllora Saini)"
Mastizaade,tt3726012,2016,2.4,Comedy,"Tusshar KapoorSunny Kele(as Tusshar), Vir DasAditya Chothia, Sunny LeoneLaila Lele…"
Silsila,tt0083081,1981,7.2,"Drama, Family, Romance","Amitabh BachchanAmit Malhotra, RekhaChandni, Jaya BachchanShobha Malhotra"
Jaanwar,tt0230347,1999,5.9,"Action, Crime, Drama","Akshay KumarBadshah…, Karisma KapoorSapna, Shilpa Shetty KundraMamta(as Shilpa Shetty)"
U Me Aur Hum,tt1039995,2008,5.8,"Drama, Romance","Ajay DevgnDr. Ajay Mehra, KajolPiya, Sumeet RaghavanNikhil(as Sumeet Raghvan)"
Sonchiriya,tt8108200,2019,7.9,"Action, Crime, Drama","Sushant Singh RajputLakhna, Bhumi PednekarIndu, Ashutosh RanaVirender Singh Gujjar"
Muqaddar Ka Sikandar,tt0079590,1978,7.4,"Drama, Romance","Amitabh BachchanSikandar, Vinod KhannaVishal Anand, Rakhee GulzarKaamna"
Traffic,tt0181865,2000,7.6,"Crime, Drama, Thriller","Michael DouglasRobert Wakefield, Benicio Del ToroJavier Rodríguez, Catherine Zeta-JonesHelena Ayala"
Dulha Mil Gaya,tt1182884,2010,4.3,"Comedy, Drama, Romance","Sushmita SenShimmer Canhai, Fardeen KhanTej S. Dhanraj…, Ishita SharmaSamarpreet Kapoor…"
Jai Gangaajal,tt4979082,2016,5.8,"Crime, Drama","Priyanka Chopra JonasSP Abha Mathur(as Priyanka Chopra), Prakash JhaB.N. Singh, Manav KaulMLA Babloo Pandey"
Trimurti,tt0114726,1995,4.8,"Action, Drama","Jackie ShroffShakti Singh, Anil KapoorAnand Singh…, Shah Rukh KhanRomi Singh…"
Thackeray,tt7777196,2019,5.4,"Biography, Drama","Nawazuddin SiddiquiBal Thackeray, Amrita RaoMeena Tai Thackeray, Vineet SharmaEmmanuel Modak"
Virasat,tt0120456,1997,7.4,"Action, Drama, Musical","Anil KapoorShakti Thakur, TabuGehna, Pooja BatraAnita"
Ragini MMS 2,tt2609218,2014,3.9,Horror,"Sunny LeoneSunny, Saahil PremSatya(as Sahil Prem), Parvin DabasRocks"
Lucknow Central,tt5697870,2017,6.2,"Action, Crime, Drama","Farhan AkhtarKishan Mohan Girhotra, Gippy GrewalParminder Singh Gill, Diana PentyGayatri Kashyap"
Shree 420,tt0048613,1955,7.9,"Comedy, Crime, Drama","NargisVidya, Raj KapoorRanbir Raj…, NadiraMaya"
Dosti: Friends Forever,tt0449228,2005,5.3,"Drama, Romance","Akshay KumarRaj Malhotra, Bobby DeolKaran Thapar, Kareena KapoorAnjali"
Chandni Bar,tt0267363,2001,7.6,"Crime, Drama","TabuMumtaz P. Sawant, Atul KulkarniPotya Sawant, Rajpal Naurang YadavIqbal Chamdi(as Rajpal Yadav)"
LOC: Kargil,tt0347416,2003,5.4,"Action, Drama, History","Sanjay DuttLt. Col. Yogesh Kumar Joshi (Joe), 13 JAK Rifles, Ajay DevgnLt. Manoj Kumar Pandey, 1 by 11 Gurkha Rifles, Saif Ali KhanCapt. Anuj Nayyar, 17 Jat"
Border,tt5501104,2018,7.0,"Crime, Drama, Fantasy","Eva MelanderTina, Eero MilonoffVore, Jörgen ThorssonRoland"
Shaan,tt0081491,1980,7.0,"Action, Adventure, Comedy","Sunil DuttD.S.P. Shiv Kumar (Guest Appearance), Shashi KapoorRavi Kumar, Amitabh BachchanVijay Kumar"
Deewangee,tt0337971,2002,6.5,"Crime, Drama, Mystery","Ajay DevgnTarang Bharadwaj, Akshaye KhannaRaj Goyal, Urmila MatondkarSargam"
Soldier,tt0120157,1998,6.0,"Action, Drama, Sci-Fi","Kurt RussellTodd 3465, Jason Scott LeeCaine 607, Jason IsaacsColonel Mekum"
The Legend of Korra,tt1695360,2012–2014,8.3,"Animation, Action, Adventure","Janet VarneyKorra…52 eps • 2012–201452 episodes • 2012–2014, P.J. ByrneBolin47 eps • 2012–201447 episodes • 2012–2014, David FaustinoMako44 eps • 2012–201444 episodes • 2012–2014"
Runningshaadi.com,tt6296236,2017,6.4,"Comedy, Romance","Amit SadhRam Bharose, Taapsee PannuNimmi, Richa MeenaNeha Sinha"
Taarzan: The Wonder Car,tt0435437,2004,4.7,"Action, Adventure, Drama","Ajay DevgnDeven Chaudhary, Vatsal ShethRaj Chaudhary, Ayesha TakiaPriya Rakesh Kapoor"
Namaste England,tt7607940,2018,2.1,"Comedy, Drama, Romance","Parineeti ChopraJasmeet Kaur, Arjun KapoorParam, Manoj AnandBoat Immigrant"
One Two Three,tt0055256,1961,7.9,Comedy,"James CagneyC.R. MacNamara, Horst BuchholzOtto Ludwig Piffl, Pamela TiffinScarlett Hazeltine"
Fida,tt0422236,2004,5.4,"Action, Crime, Drama","Kareena KapoorNeha Verma, Fardeen KhanVikram Singh, Shahid KapoorJai Malhotra"
Raja Babu,tt0110942,1994,6.3,"Action, Comedy, Drama","GovindaRaja Singh, Karisma KapoorMadhubala(as Karishma Kapoor), Shakti KapoorNandu…"
Rann,tt1451797,2010,6.9,"Drama, Mystery, Thriller","Amitabh BachchanVijay Harshvardhan Malik, Riteish DeshmukhPurab Shastri(as Ritesh Deshmukh), Gul PanagNandita Sharma"
The Stoneman Murders,tt1183946,2009,7.3,"Crime, Drama, Mystery","Kay Kay MenonS.I. Sanjay Shellar, Arbaaz KhanS.I. Kedar, Rukhsar RehmanManali S. Shellar(as Rukhsar)"
Luck,tt7214954,2022,6.4,"Animation, Adventure, Comedy","Eva NoblezadaSam(voice), Simon PeggBob(voice), Jane FondaDragon(voice)"
Bewafaa,tt0363472,2005,4.1,"Drama, Romance","Anil KapoorAditya Sahai, Akshay KumarRaja, Kareena KapoorAnjali Sahai"
Murder 3,tt2429640,2013,5.0,"Drama, Mystery, Thriller","Randeep HoodaVikram, Aditi Rao HydariRoshni, Sara Loren"
Kalyug,tt0499041,2005,6.5,"Action, Crime, Drama","Kunal KemmuKunal P. Darr, Deepal ShawAnita 'Annie', Smiley SuriRenuka(as Smilie)"
Hero No. 1,tt0119285,1997,6.3,"Comedy, Drama, Musical","GovindaRajesh Malhotra 'Raju', Karisma KapoorMeena Nath, Kader KhanDhanraj Malhotra"
Bank Chor,tt3611266,2017,6.0,"Action, Comedy, Crime","Riteish DeshmukhChampak Chandrakant Chiplunkar, Vivek OberoiAmjad Khan, Rhea ChakrabortyGayatri Ganguly"
Jab Pyaar Kisise Hota Hai,tt0182251,1998,5.9,"Comedy, Drama, Romance","Salman KhanSuraj Dhanrajgir, Twinkle KhannaKomal Sinha, Johny LeverMahesh(as Johnny Lever)"
Laaga Chunari Mein Daag: Journey of a Woman,tt0985636,2007,5.4,"Drama, Family, Romance","Rani MukerjiVibhavari Sahay, Jaya BachchanSavitri, Konkona Sen SharmaShubhavari Sahay"
Goal II: Living the Dream,tt0473360,2007,5.8,"Drama, Sport","Kuno BeckerSantiago Muñez, Alessandro NivolaGavin Harris, Anna FrielRoz Harmison"
Love Story 2050,tt0490170,2008,2.6,"Action, Adventure, Drama","Harman BawejaKaran Malhotra…, Priyanka Chopra JonasSana Bedi(as Priyanka Chopra)…, Boman IraniProfessor Yatin 'Uncle Ya' Khanna"
Deewana Mastana,tt0118957,1997,6.6,"Comedy, Romance","Anil KapoorRaj Kumar (Raja)…, GovindaBunnu, Juhi ChawlaDr. Neha Sharma"
Otryv,tt9805504,2019,4.6,"Adventure, Drama, Horror","Irina AntonenkoKatya, Andrey NazimovKirill, Denis KosyakovDenis"
Andaaz,tt0346507,2003,5.2,"Drama, Musical, Romance","Akshay KumarRaj Malhotra, Lara DuttaKajal Singhania(as Lara Dutta), Priyanka Chopra JonasJiya Singhania(as Priyanka Chopra)"
Aap Mujhe Achche Lagne Lage,tt0247911,2002,3.1,"Action, Drama, Romance","Hrithik RoshanRohit, Ameesha PatelSapna(as Amisha Patel), Kiran KumarPratap Dholakia"
Thoda Pyaar Thoda Magic,tt1191138,2008,5.0,"Comedy, Drama, Family","Saif Ali KhanRanbeer Talwar, Rani MukerjiGeeta, Rishi KapoorGod"
Guddu,tt0172519,1995,4.1,"Drama, Romance","Deepti NavalKavita Bahadur, Mukesh KhannaVikram Prem Bahadur, Manisha KoiralaSalina Gupta"
Honeymoon Travels Pvt. Ltd.,tt0808306,2007,6.1,"Comedy, Drama, Romance","Abhay DeolAspi, Minissha LambaZara, Boman IraniOscar"
Namak Halaal,tt0084385,1982,7.2,"Action, Comedy, Drama","Waheeda RehmanSavitridevi, Shashi KapoorRaja, Amitabh BachchanArjun Singh"
Dulhe Raja,tt0210659,1998,6.8,Comedy,"GovindaRaja, Raveena TandonKiran Singhania, Kader KhanK.K. Singhania"
Pukar,tt0218533,2000,6.7,"Action, Drama, Romance","Anil KapoorMajor Jaidev Rajvansh, Madhuri DixitAnjali, Namrata ShirodkarPooja Mallapa"
Chashme Buddoor,tt0082162,1981,7.9,"Comedy, Family, Romance","Farooq ShaikhSiddharth Parashar, Deepti NavalNeha Rajan, Saeed JaffreyLalan Miyan"
Halla Bol,tt0892874,2008,6.0,"Crime, Drama","Ajay DevgnAshfaque Khan…, Vidya BalanSneha, Pankaj KapurSiddhu"
Singh Saab the Great,tt2437954,2013,5.6,"Action, Drama","Sunny DeolSaranjeet Talwar (Sunny)…, Urvashi RautelaMinnie, Prakash RajBhoodev Singh"
Ying Xiong,tt0299977,2002,7.9,"Action, Adventure, Drama","Jet LiNameless, Tony Leung Chiu-waiBroken Sword(as Tony Leung Chiu-Wai), Maggie CheungFlying Snow(as Maggie Cheung Man-Yuk)"
Bumboo,tt2265191,2012,4.3,Comedy,"Kavin DaveSuresh Sudhakar…, Sharat SaxenaMangal Singh, Sanjay MishraGomes"
3 Deewarein,tt0338490,2003,7.8,"Crime, Drama","Naseeruddin ShahIshaan Mirza, Jackie ShroffJaggu (Jagdish Prasad), Juhi ChawlaChandrika"
MP3: Mera Pehla Pehla Pyaar,tt0860454,2007,7.0,"Comedy, Drama, Musical","Menekka AroraRenu S. Sood, Sarthak BhasinJaved Sheikh, Sagar ChawlaShantanu 'Shantu'"
English Babu Desi Mem,tt0136153,1996,4.6,"Comedy, Drama, Musical","Shah Rukh KhanVikram…, Sonali BendreBijuriya, RajeshwariKatariya"
Great Grand Masti,tt4675030,2016,3.7,"Comedy, Drama, Fantasy","Urvashi RautelaRagini, Riteish DeshmukhAmar Saxena, Vivek OberoiMeet Mehta"
Tezz,tt1706317,2012,4.1,"Action, Crime, Drama","Anil KapoorArjun Khanna, Ajay DevgnAakaash Rana, MohanlalShivan(as V. Mohanlal)"
Yeh Hai Jalwa,tt0328671,2002,4.8,"Comedy, Drama, Romance","Rishi KapoorRajesh Purushottam Mittal, Salman KhanRaj 'Raju' Saxena…, Ameesha PatelSonia Singh(as Amisha Patel)"
Laawaris,tt0082644,1981,7.0,"Drama, Action, Musical","Amitabh BachchanHeera, Zeenat AmanMohini, Rakhee GulzarVidya"
Baazi,tt13051364,2021,4.2,"Action, Drama, Thriller","JeetVikram, Mimi ChakrabortyKyra, Danielle AdkinsNurse"
Ram Lakhan,tt0098168,1989,6.7,"Action, Comedy, Drama","Rakhee GulzarSharda, Jackie ShroffInspector Ram Pratap Singh, Anil KapoorInspector Lakhan Pratap Singh"
Indian Police Force,tt19768024,2024– ,4.9,"Action, Crime","Sidharth MalhotraKabir Malik7 eps • 20247 episodes • 2024, Vivek OberoiVikram Bakshi7 eps • 20247 episodes • 2024, Shilpa Shetty KundraTara Shetty7 eps • 20247 episodes • 2024"
Jodi No.1,tt3425064,2003,6.0,Romance,"Uday KiranGowtam, VenyaAnju, Pratani Rama Krishna Goud"
Kaalakaandi,tt6102396,2018,6.2,"Comedy, Thriller","Saif Ali KhanVineet, Asif BasraRaza Arif, Neil BhoopalamUstad"
Qayamat: City Under Threat,tt0364621,2003,4.8,"Action, Drama, Romance","Ajay DevgnRachit, Suniel ShettyAkram Sheikh (CBI officer)(as Sunil Shetty), Sanjay KapoorAbbas Ramani"
Gulaab Gang,tt2573750,2014,6.0,"Action, Drama","Madhuri DixitRajjo, Juhi ChawlaSumitra Devi, Divya JagdaleMahie"
Judaai,tt0119427,1997,6.1,"Comedy, Drama, Romance","Anil KapoorRaj Verma, SrideviKaajal Verma(as Sreedevi), Urmila MatondkarJhanhvi Sahni"
No Problem,tt1431122,2010,4.5,"Action, Comedy, Crime","Anil KapoorSenior Inspector Arjun Singh, Sanjay DuttYash Ambani, Akshaye KhannaRaj Ambani"
Mere Yaar Ki Shaadi Hai,tt0322653,2002,5.5,"Comedy, Drama, Romance","Uday ChopraSanjay, Jimmy ShergillRohit, Bipasha BasuRia"
Maya,tt17050802,2023,7.0,Thriller,"Patricia Velasquez, Rumer WillisKayla, Rena OwenSandy"
The Japanese Wife Next Door,tt1439456,2004,5.2,Comedy,"Reiko YamaguchiSakura…, Naohiro HirakawaTakashi…, Kaoru AkitsuYayoi…"
Viruddh... Family Comes First,tt0420304,2005,7.1,"Drama, Family","Amitabh BachchanVidhyadar Ramkrishna Patwardhan, Sharmila TagoreSumitra, John AbrahamAmar V. Patwardhan"
Jism,tt0348843,2003,5.3,"Drama, Romance, Thriller","Bipasha BasuSonia Khanna, John AbrahamKabir Lal, Gulshan GroverRohit Khanna"
Bobby Jasoos,tt3359290,2014,5.5,"Comedy, Drama, Thriller","Vidya BalanBobby, Ali FazalTasawur, Mahima AAmna Audition 3"
Jeet,tt0116690,1996,5.8,"Action, Romance","Sunny DeolKaran, Karisma KapoorKajal S. Sharma(as Karishma Kapoor), Salman KhanRajnath 'Raju' Sahay"
Black Stone,tt0079386,1979,7.6,"Action, Drama, History","Amitabh BachchanVijay Pal Singh, Shashi KapoorRavi Malhotra, Engineer, Shatrughan SinhaMangal Singh"
Major Saab,tt0172761,1998,5.3,"Action, Drama, Romance","Amitabh BachchanMajor Jasbir Singh Rana, Ajay DevgnVirendra Pratap Singh, Sonali BendreNisha"
International Khiladi,tt0196635,1999,4.8,"Action, Crime, Drama","Akshay KumarRahul 'Devraj', Twinkle KhannaPayal, Rajat BediAmit"
Hate Story 2,tt3619772,2014,4.4,"Drama, Thriller","Jay BhanushaliAkshay, Surveen ChawlaSonika, Sushant SinghMandar Mhatre"
Saand Ki Aankh,tt8108206,2019,7.6,"Biography, Drama","Taapsee PannuPrakashi Tomar, Bhumi PednekarChandro Tomar, Prakash JhaSarpanch Ratan Singh Tomar"
The Hero: Love Story of a Spy,tt0347167,2003,5.5,"Action, Adventure, Drama","Sunny DeolMajor Arun Khanna…, Preity G ZintaReshma(as Preity Zinta)…, Priyanka Chopra JonasShaheen Zakaria(as Priyanka Chopra)"
Heroes,tt0813715,2006–2010,7.5,"Drama, Fantasy, Sci-Fi","Jack ColemanNoah Bennet74 eps • 2006–201074 episodes • 2006–2010, Hayden PanettiereClaire Bennet73 eps • 2006–201073 episodes • 2006–2010, Milo VentimigliaPeter Petrelli69 eps • 2006–201069 episodes • 2006–2010"
Vaah! Life Ho Toh Aisi!,tt0475645,2005,4.7,"Comedy, Drama, Family","Shahid KapoorAditya ""Adi Chachu"", Amrita RaoPriya, Sanjay DuttYamaraj M.A."
Why Cheat India,tt8108208,2019,6.1,"Comedy, Crime, Drama","Emraan HashmiRakesh Kumar Singh, Shreya DhanwantharyNupur Dubey, Snighdadeep ChatterjiSatyendera Dubey 'Sattu'"
The Haunted Mansion,tt1695843,2023,6.0,"Comedy, Drama, Family","LaKeith StanfieldBen Matthias, Rosario DawsonGabbie, Owen WilsonFather Kent"
Karz,tt0214841,1980,7.4,"Action, Musical, Romance","Rishi KapoorMonty, Tina AmbaniTina(as Tina Munim), Simi GarewalKamini Verma"
Lafangey Parindey,tt1606267,2010,5.3,"Action, Drama, Music","Neil Nitin MukeshNandan 'Nandu' Kamtekar, Deepika PadukonePinky Palkar, Viraj AdhavRameshwar Iyer…"
Buddha in a Traffic Jam,tt1890363,2016,7.2,"Crime, Thriller","Anupam KherProfessor Ranjan Batki, Anchal DwivediPooja(as Aanchal Dwivedi), Mahie GillCharu Siddu"
Sehar,tt0477857,2005,7.7,"Action, Crime, Drama","Arshad WarsiSSP Ajay Kumar, Pankaj KapurProf. Bhole Shankar Tiwari, Mahima ChaudhryAnamika Kant"
Bhopal: A Prayer for Rain,tt0839742,2014,7.1,Drama,"Mischa BartonEva Gascon, Martin SheenWarren Anderson, Kal PennMotwani"
Knock Outs,tt1777585,2011,3.8,Comedy,"Joslyn JamesCindy, Cassandra CruzGrundy(as Vanessa Brink), Trish CookJudge"
Matrubhoomi: A Nation Without Women,tt0379375,2003,7.6,Drama,"Tulip JoshiKalki, Sudhir PandeyRamcharan, Sushant SinghSooraj"
Section 375,tt8144834,2019,8.1,"Crime, Drama, Mystery","Akshaye KhannaTarun Saluja, Richa ChadhaHiral Gandhi, Rahul BhatRohan Khurana"
Jhankaar Beats,tt0347278,2003,7.1,"Comedy, Music, Romance","Sanjay SuriDeep, Rahul BoseRishi, Juhi ChawlaShanti"
Krazzy 4,tt1182908,2008,4.2,"Comedy, Crime, Drama","Juhi ChawlaDr. Sonali R. Sanyal, Irrfan KhanDr. Mukherjee, Arshad WarsiRaja"
Corporate,tt5648202,2018–2020,7.8,Comedy,"Matt IngebretsonMatt26 eps • 2018–202026 episodes • 2018–2020, Jake WeismanJake26 eps • 2018–202026 episodes • 2018–2020, Adam LustickJohn25 eps • 2018–202025 episodes • 2018–2020"
404 Error - IMDb,tt0423087,,,,
Dharam Sankat Mein,tt4354740,2015,6.3,Comedy,"Naseeruddin ShahNeelanand Baba, Paresh RawalDharampal, Annu KapoorNawab Mehmood Nazeem Ali Shah Khan Bahadur"
Mitron,tt8852558,2018,6.9,Comedy,"Jackky BhagnaniJai, Kritika KamraAvni Gandhi, Prateik Patil BabbarVikram(as Prateik)"
Chameli,tt0383975,2003,6.8,Drama,"Kareena KapoorChameli, Rahul BoseAman, Rinke KhannaNeha"
Kaagaz Ke Phool,tt0052954,1959,7.8,"Drama, Romance","Waheeda RehmanShanti, Guru DuttSuresh Sinha, Kumari NaazPramila Sinha(as Baby Naaz)"
Zamaana Deewana,tt0115042,1995,4.7,"Action, Comedy, Drama","JeetendraMadanlal Malhotra, Shatrughan SinhaSuraj Pratap Singh, Shah Rukh KhanRahul Malhotra"
Firaaq,tt1263679,2008,7.3,"Drama, History, Thriller","InaamulhaqMunna, NassarGrave digger(as Nasser), Shahana GoswamiMuneera"
Maachis,tt0116950,1996,7.7,"Action, Crime, Drama","Om PuriSanatan, TabuVeerandra 'Veeran', Chandrachur SinghKripal Singh 'Pali'"
"Main, Meri Patni... Aur Woh!",tt0485513,2005,7.2,"Comedy, Drama, Romance","Rajpal Naurang YadavMithilesh(as Rajpal Yadav), Rituparna SenguptaVeena, Naseeruddin ShahVoice Over(voice)"
Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","Simon PeggNandor Fodor, Minnie DriverAnne, Christopher LloydDr. Harry Price"
Friends,tt0250483,2000,5.8,"Drama, Romance","Preity G ZintaPriya Baxi(as Preity Zinta), Saif Ali KhanRahul Modi, Chandrachur SinghAjay"
The Bunny Game,tt1522846,2011,3.3,Horror,"Rodleen GetsicBunny, Jeff F. RenfroHog(as Jeff Renfro), Drettie PageMartyr"
Chef,tt2883512,2014,7.3,"Adventure, Comedy, Drama","Jon FavreauCarl Casper, Robert Downey Jr.Marvin, Scarlett JohanssonMolly"
Charlie and the Chocolate Factory,tt0367594,2005,6.7,"Adventure, Comedy, Family","Johnny DeppWilly Wonka, Freddie HighmoreCharlie Bucket, David KellyGrandpa Joe"
Khichdi: The Movie,tt1738293,2010,7.3,"Comedy, Family","Anang DesaiTulsidas 'Babuji' Parekh, Supriya PathakHansa P. Parekh, Rajeev MehtaPraful T. Parekh"
"Hello, Dolly!",tt0064418,1969,7.0,"Adventure, Comedy, Musical","Barbra StreisandDolly Levi, Walter MatthauHorace Vandergelder, Michael CrawfordCornelius Hackl"
Rock on 2,tt2137241,2016,4.9,"Drama, Music","Farhan AkhtarAditya Shroff, Shraddha KapoorJiah Sharma, Arjun RampalJoseph Mascarenhas"
The Best Exotic Marigold Hotel,tt1412386,2011,7.2,"Comedy, Drama, Romance","Judi DenchEvelyn Greenslade, Bill NighyDouglas Ainslie, Maggie SmithMuriel Donnelly"
Yaadon Ki Baaraat,tt0070935,1973,7.3,"Action, Drama, Musical","DharmendraShankar, Zeenat AmanSunita, Vijay AroraVijay"
Kya Dilli Kya Lahore,tt2063745,2014,7.3,"Drama, History, War","Vijay RaazRehmat Ali, Manu Rishi ChadhaSamarth Pratap(as Manu Rishi), Raj ZutshiBarfi Singh(as Rajendranath Zutshi)"
Umrao Jaan,tt0083248,1981,7.7,"Drama, Musical, Romance","RekhaAmiran, Farooq ShaikhNawab Sultan(as Farouque Shaikh), Naseeruddin ShahGohar Mirza"
Prince of Persia: The Sands of Time,tt0473075,2010,6.6,"Action, Adventure, Fantasy","Jake GyllenhaalDastan, Gemma ArtertonTamina, Ben KingsleyNizam"
Prahaar: The Final Attack,tt0102701,1991,8.0,"Drama, Thriller, Action","Nana PatekarMajor Chauhan, Dimple KapadiaKiran, Gautam JoglekarPeter D'Souza"
404 Error - IMDb,tt0294264,,,,
Shakti,tt0084667,1982,7.6,"Action, Crime, Drama","Dilip KumarDCP Ashwini Kumar, Amitabh BachchanVijay A. Kumar, Rakhee GulzarSheetal Ashwini Kumar"
